Match_Status,RefId,LocalDate,paymentMethod1,Item_SubTotal,Order_SubTotal,SubTotal_Difference,Item_Discount,Order_Discount,Discount_Difference,Item_Total,Order_Total,Total_Difference,Item_Tax,Order_Tax,Tax_Difference,Is_Anomaly
❌ Anomaly,6935aa46-2bc3-4e9c-875f-c3b6e9a45c40,2026-03-09,GoFood - Delivery,90000.0,90000.0,0.0,0.0,0.0,0.0,72756.76,90000.0,-17243.24,8621.62,8621.62,0.0,true
❌ Anomaly,70670820-d66c-41f4-87df-aae59bfe0346,2026-03-09,GoFood - Delivery,79000.0,79000.0,0.0,0.0,0.0,0.0,63936.94,79000.0,-15063.06,7531.53,7531.53,0.0,true
❌ Anomaly,7276f8b5-74d3-4622-a00f-838f16a29bde,2026-03-09,GoFood - Delivery,68000.0,68000.0,0.0,0.0,0.0,0.0,55117.12,68000.0,-12882.88,6441.44,6441.44,0.0,true
❌ Anomaly,72f6df95-58db-4bdc-9ee1-f10cb79d5117,2026-03-09,GoFood - Delivery,105000.0,105000.0,0.0,0.0,0.0,0.0,85180.18,105000.0,-19819.82,9909.91,9909.91,0.0,true
❌ Anomaly,8435009a-6ada-4946-80d8-0fc434df0d75,2026-03-09,GoFood - Delivery,140000.0,140000.0,0.0,35000.0,35000.0,0.0,78243.24,105000.0,-26756.76,13378.38,13378.38,0.0,true
❌ Anomaly,8c0583f4-7cf3-440a-b8e9-db1e99ffa055,2026-03-09,GoFood - Delivery,,61000.0,-61000.0,,0.0,0.0,,61000.0,-61000.0,,5747.75,-5747.75,true
❌ Anomaly,8ed3c198-23b0-4170-aea8-d16b5dd6f8ad,2026-03-09,GoFood - Delivery,148000.0,148000.0,0.0,40000.0,40000.0,0.0,79657.66,108000.0,-28342.34,14171.17,14171.17,0.0,true
❌ Anomaly,8eda9cb5-89ff-4c05-8558-8984aaaf037e,2026-03-09,BCA,56000.0,56000.0,0.0,0.0,0.0,0.0,45818.18,56000.0,-10181.82,5090.91,5090.91,0.0,true
❌ Anomaly,8f4f16a4-ec06-47e5-8e0e-20f252df0121,2026-03-09,BRI,84000.0,84000.0,0.0,0.0,0.0,0.0,68727.27,84000.0,-15272.73,7636.36,7636.36,0.0,true
❌ Anomaly,90bcaa6f-bf62-475e-9100-f4718d91644a,2026-03-09,GrabFood - Delivery,96000.0,96000.0,0.0,0.0,0.0,0.0,78544.0,96000.0,-17456.0,8728.0,8728.0,0.0,true
❌ Anomaly,9d2bfb52-cc93-4e6b-a32d-cf845ce6347e,2026-03-09,GoFood - Delivery,81000.0,81000.0,0.0,23400.0,23400.0,0.0,42140.54,57600.0,-15459.46,7729.73,7729.73,0.0,true
❌ Anomaly,9e533872-19d5-416d-b71d-de2e10b2e70d,2026-03-09,GoFood - Delivery,121000.0,121000.0,0.0,34800.0,34800.0,0.0,63209.01,86200.0,-22990.99,11495.5,11495.5,0.0,true
❌ Anomaly,a0e0a73b-7ee4-487c-9973-370ed8fd94d9,2026-03-09,GoFood - Delivery,44000.0,44000.0,0.0,0.0,0.0,0.0,35873.87,44000.0,-8126.13,4063.06,4063.06,0.0,true
❌ Anomaly,a41f66ee-7bda-4d17-b0de-7d355e37211f,2026-03-09,GoFood - Delivery,39000.0,39000.0,0.0,0.0,0.0,0.0,31864.86,39000.0,-7135.13,3567.57,3567.57,0.0,true
❌ Anomaly,a60ba93a-c991-460c-8bd1-4f1591ddd37d,2026-03-09,GoFood - Delivery,115000.0,115000.0,0.0,33000.0,33000.0,0.0,60198.2,82000.0,-21801.8,10900.9,10900.9,0.0,true
❌ Anomaly,a70a925f-7dab-4479-a085-f25d6e822b03,2026-03-09,GrabFood - Delivery,71000.0,71000.0,0.0,0.0,0.0,0.0,58090.0,71000.0,-12910.0,6455.0,6455.0,0.0,true
❌ Anomaly,ac5e2e84-83d2-4d11-bc7a-e65a06f1a929,2026-03-09,GoFood - Delivery,53000.0,53000.0,0.0,0.0,0.0,0.0,43090.09,53000.0,-9909.91,4954.95,4954.95,0.0,true
❌ Anomaly,acd4abc6-6135-4f33-a4b3-6c83d70b7543,2026-03-09,GoFood - Delivery,111000.0,111000.0,0.0,31800.0,31800.0,0.0,58190.99,79200.0,-21009.01,10504.5,10504.5,0.0,true
❌ Anomaly,b66c1b2f-79a9-4503-96be-b6933971ba48,2026-03-09,GrabFood - Delivery,66000.0,66000.0,0.0,0.0,0.0,0.0,54000.0,66000.0,-12000.0,6000.0,6000.0,0.0,true
❌ Anomaly,b8cbf15d-2776-4b6d-ad44-5c0fc52af86a,2026-03-09,GoFood - Delivery,46000.0,46000.0,0.0,0.0,0.0,0.0,37477.48,46000.0,-8522.52,4261.26,4261.26,0.0,true
❌ Anomaly,ba46b45d-246a-463d-a656-0b0b67d969d9,2026-03-09,ShopeeFood,124000.0,124000.0,0.0,0.0,0.0,0.0,101454.55,124000.0,-22545.45,11272.73,11272.73,0.0,true
❌ Anomaly,e19891bb-8dc4-44fa-b1e1-0cadff33aef1,2026-03-09,BRI,36000.0,36000.0,0.0,0.0,0.0,0.0,29454.55,36000.0,-6545.45,3272.73,3272.73,0.0,true
❌ Anomaly,e7f04020-49a5-47f3-ad20-c9a7f022ebd9,2026-03-09,GoFood - Delivery,77000.0,77000.0,0.0,0.0,0.0,0.0,62333.33,77000.0,-14666.67,7333.33,7333.33,0.0,true
❌ Anomaly,ec603648-3ab6-445c-9acb-454d963d672a,2026-03-09,BRI,41000.0,41000.0,0.0,0.0,0.0,0.0,33545.45,41000.0,-7454.55,3727.27,3727.27,0.0,true
❌ Anomaly,ed80f53a-bd65-4c6a-8ef5-28ae297dc9fb,2026-03-09,GrabFood - Delivery,153000.0,153000.0,0.0,0.0,0.0,0.0,125180.0,153000.0,-27820.0,13910.0,13910.0,0.0,true
❌ Anomaly,ef785a22-d96e-40b2-be85-acd95d00e950,2026-03-09,ShopeeFood,93000.0,93000.0,0.0,0.0,0.0,0.0,76090.91,93000.0,-16909.09,8454.55,8454.55,0.0,true
❌ Anomaly,f0077653-8426-4aba-9a1a-987a8b183664,2026-03-09,GoFood - Delivery,27000.0,27000.0,0.0,0.0,0.0,0.0,22243.24,27000.0,-4756.76,2378.38,2378.38,0.0,true
❌ Anomaly,f0800482-f9a2-4891-8444-e9250c1a115b,2026-03-09,GoFood - Delivery,112000.0,112000.0,0.0,32100.0,32100.0,0.0,58692.79,79900.0,-21207.21,10603.6,10603.6,0.0,true
❌ Anomaly,f0d2043c-1174-4341-9d81-7d99c0527715,2026-03-09,GoFood - Delivery,45000.0,45000.0,0.0,0.0,0.0,0.0,36675.68,45000.0,-8324.32,4162.16,4162.16,0.0,true
❌ Anomaly,fc7a8515-e1c5-41a4-a0d7-b208411b01f5,2026-03-09,GoFood - Delivery,39000.0,39000.0,0.0,0.0,0.0,0.0,31864.86,39000.0,-7135.13,3567.57,3567.57,0.0,true
❌ Anomaly,0c0fb799-dfc1-4a99-bef2-acb0a842eea8,2026-03-08,GrabFood,63000.0,63000.0,0.0,0.0,0.0,0.0,51545.45,63000.0,-11454.55,5727.27,5727.27,0.0,true
❌ Anomaly,13726c90-fc63-454a-a212-e80a9296c3f1,2026-03-08,BRI,85000.0,85000.0,0.0,0.0,0.0,0.0,69545.45,85000.0,-15454.55,7727.27,7727.27,0.0,true
❌ Anomaly,13b6a799-2004-4935-92be-64954dbe4667,2026-03-08,GoFood,116000.0,116000.0,0.0,0.0,0.0,0.0,94909.09,116000.0,-21090.91,10545.45,10545.45,0.0,true
❌ Anomaly,147fd20c-4b8e-4230-bb42-aa886c799d04,2026-03-08,ShopeeFood,46000.0,46000.0,0.0,0.0,0.0,0.0,37636.36,46000.0,-8363.64,4181.82,4181.82,0.0,true
❌ Anomaly,1c1dc0eb-5458-4a61-9969-cf49f4b748b7,2026-03-08,BRI,43000.0,43000.0,0.0,0.0,0.0,0.0,35181.82,43000.0,-7818.18,3909.09,3909.09,0.0,true
❌ Anomaly,1dc6aed7-0161-4aca-8e62-603747fb02ee,2026-03-08,BRI,68000.0,68000.0,0.0,0.0,0.0,0.0,55636.36,68000.0,-12363.64,6181.82,6181.82,0.0,true
❌ Anomaly,21705032-636a-4c18-91e7-f4e4bbf25ccf,2026-03-08,GrabFood,70000.0,70000.0,0.0,0.0,0.0,0.0,57272.73,70000.0,-12727.27,6363.64,6363.64,0.0,true
❌ Anomaly,2474b8bc-fb2b-4da9-8df9-d93a16ca4aa2,2026-03-08,ShopeeFood,71000.0,71000.0,0.0,0.0,0.0,0.0,58090.91,71000.0,-12909.09,6454.55,6454.55,0.0,true
❌ Anomaly,287be9aa-8fc4-407f-aa68-02607ebb1e8d,2026-03-08,GoFood - Delivery,59000.0,59000.0,0.0,0.0,0.0,0.0,47900.9,59000.0,-11099.1,5549.55,5549.55,0.0,true
❌ Anomaly,30232dcc-bfa6-46e2-bed6-7be352c0a12f,2026-03-08,GoFood - Delivery,111000.0,111000.0,0.0,0.0,0.0,0.0,89990.99,111000.0,-21009.01,10504.5,10504.5,0.0,true
❌ Anomaly,31060d8c-2b9d-4396-9fe1-8b890f12223d,2026-03-08,GoFood - Delivery,133351.35,133351.35,0.0,80700.0,80700.0,0.0,36993.69,52651.35,-15657.66,7828.83,7828.83,0.0,true
❌ Anomaly,337c66b9-26d6-48f4-a964-d6fe6d01c5aa,2026-03-08,BRI,43000.0,43000.0,0.0,0.0,0.0,0.0,35181.82,43000.0,-7818.18,3909.09,3909.09,0.0,true
❌ Anomaly,3520c052-6e72-47cb-b13f-dbe692e08255,2026-03-08,GrabFood,39000.0,39000.0,0.0,0.0,0.0,0.0,31909.09,39000.0,-7090.91,3545.45,3545.45,0.0,true
❌ Anomaly,3ac31552-93e0-40ae-bfd2-b0ba10e3eb3c,2026-03-08,GoFood - Delivery,73000.0,73000.0,0.0,31500.0,31500.0,0.0,27626.13,41500.0,-13873.87,6936.94,6936.94,0.0,true
❌ Anomaly,3b61c28f-2f50-41f4-9bda-5881675e942e,2026-03-08,BRI,44000.0,44000.0,0.0,0.0,0.0,0.0,36000.0,44000.0,-8000.0,4000.0,4000.0,0.0,true
❌ Anomaly,3bdfefaf-1bb1-4489-87ec-d3edaa45eb28,2026-03-08,GoFood - Delivery,117000.0,117000.0,0.0,33600.0,33600.0,0.0,61201.8,83400.0,-22198.2,11099.1,11099.1,0.0,true
❌ Anomaly,41a8ab90-4d2b-4a2c-9989-82b2446140b4,2026-03-08,GoFood - Delivery,34000.0,34000.0,0.0,0.0,0.0,0.0,27855.86,34000.0,-6144.14,3072.07,3072.07,0.0,true
❌ Anomaly,4b534925-3c42-4f1c-ae48-2a8758e8d419,2026-03-08,ShopeeFood,76000.0,76000.0,0.0,0.0,0.0,0.0,62181.82,76000.0,-13818.18,6909.09,6909.09,0.0,true
❌ Anomaly,4c6bbae9-fe31-4ce4-893b-00f29e2307aa,2026-03-08,ShopeeFood,98000.0,98000.0,0.0,0.0,0.0,0.0,80181.82,98000.0,-17818.18,8909.09,8909.09,0.0,true
❌ Anomaly,4cde0564-6cda-45f6-9671-25acd03e054d,2026-03-08,ShopeeFood,46000.0,46000.0,0.0,0.0,0.0,0.0,37636.36,46000.0,-8363.64,4181.82,4181.82,0.0,true
❌ Anomaly,4f3642e6-7e95-4701-84f3-114c1f12ba32,2026-03-08,BRI,153000.0,153000.0,0.0,0.0,0.0,0.0,125181.82,153000.0,-27818.18,13909.09,13909.09,0.0,true
❌ Anomaly,50a0fb87-21e0-40b8-8f07-7a2f0281efad,2026-03-08,GoFood - Delivery,214000.0,214000.0,0.0,40000.0,40000.0,0.0,133567.57,174000.0,-40432.43,20216.22,20216.22,0.0,true
❌ Anomaly,5743d7f4-dc7a-4be7-b9e5-990d7ea41957,2026-03-08,GrabFood,72363.64,72363.64,0.0,0.0,26363.64,-26363.64,64000.0,46000.0,18000.0,4181.82,4181.82,0.0,true
❌ Anomaly,60825439-3084-4f04-b984-19875e379def,2026-03-08,ShopeeFood,33318.18,33318.18,0.0,0.0,6818.18,-6818.18,28500.0,26500.0,2000.0,2409.09,2409.09,0.0,true
❌ Anomaly,63a15e5d-ef78-473f-a3db-b4df81c0873a,2026-03-08,BRI,22000.0,22000.0,0.0,0.0,0.0,0.0,18000.0,22000.0,-4000.0,2000.0,2000.0,0.0,true
❌ Anomaly,684141c3-10a9-491d-8c1e-72e3911b3d5a,2026-03-08,GoFood - Delivery,102000.0,102000.0,0.0,0.0,0.0,0.0,82378.38,102000.0,-19621.62,9810.81,9810.81,0.0,true
❌ Anomaly,68834d3b-b602-4262-b35f-9b39cf2dcef6,2026-03-08,BRI,22000.0,22000.0,0.0,0.0,0.0,0.0,18000.0,22000.0,-4000.0,2000.0,2000.0,0.0,true
❌ Anomaly,6899481c-8f70-46b9-919e-00bd8c3c6ecc,2026-03-08,BRI,111818.0,111818.0,0.0,0.0,0.0,0.0,91487.45,111818.0,-20330.55,10165.27,10165.27,0.0,true
❌ Anomaly,6f8c0d96-3f58-4108-b5c7-342bf6d6dfa1,2026-03-08,GoFood - Delivery,394000.0,394000.0,0.0,40000.0,40000.0,0.0,277891.89,354000.0,-76108.11,38054.05,38054.05,0.0,true
❌ Anomaly,70f90f2e-7b4d-4394-a63c-06ce99991f54,2026-03-08,BRI,64000.0,64000.0,0.0,0.0,0.0,0.0,52363.64,64000.0,-11636.36,5818.18,5818.18,0.0,true
❌ Anomaly,71de3147-bba4-4bbb-b9e8-1778696ec1d1,2026-03-08,GoFood - Delivery,,27000.0,-27000.0,,0.0,0.0,,27000.0,-27000.0,,2378.38,-2378.38,true
❌ Anomaly,738e7923-f9ac-48f8-94d9-2cae7efdfc86,2026-03-08,GoFood - Delivery,,124000.0,-124000.0,,35700.0,-35700.0,,88300.0,-88300.0,,11792.79,-11792.79,true
❌ Anomaly,79c61e57-0b07-4af2-8b04-21e5c68aa2b7,2026-03-08,GoFood - Delivery,129000.0,129000.0,0.0,37200.0,37200.0,0.0,67223.42,91800.0,-24576.58,12288.29,12288.29,0.0,true
❌ Anomaly,7f2ceae1-47bc-4bef-abfe-75220c8978e7,2026-03-08,BCA,29000.0,29000.0,0.0,0.0,0.0,0.0,23727.27,29000.0,-5272.73,2636.36,2636.36,0.0,true
❌ Anomaly,81fc8149-d4c1-41e8-8cb6-6357019935cf,2026-03-08,GoFood - Delivery,73000.0,73000.0,0.0,0.0,0.0,0.0,59126.13,73000.0,-13873.87,6936.94,6936.94,0.0,true
❌ Anomaly,8cced2f8-4d34-431a-bf40-1851e6101900,2026-03-08,GrabFood,109000.0,109000.0,0.0,0.0,0.0,0.0,89181.82,109000.0,-19818.18,9909.09,9909.09,0.0,true
❌ Anomaly,9b86bbb9-4c93-4e61-9a45-a8bab72eafcd,2026-03-08,ShopeeFood,39000.0,39000.0,0.0,0.0,0.0,0.0,31909.09,39000.0,-7090.91,3545.45,3545.45,0.0,true
❌ Anomaly,9e588db3-0722-43e4-9ec4-ba59ff27f9cf,2026-03-08,BRI,76000.0,76000.0,0.0,0.0,0.0,0.0,62181.82,76000.0,-13818.18,6909.09,6909.09,0.0,true
❌ Anomaly,b1383e4e-b49e-4b73-929f-bd87a3cedec7,2026-03-08,BRI,36000.0,36000.0,0.0,0.0,0.0,0.0,29454.55,36000.0,-6545.45,3272.73,3272.73,0.0,true
❌ Anomaly,b26dac06-bd32-4bed-a0a5-4a76319772ac,2026-03-08,GoFood - Delivery,95000.0,95000.0,0.0,0.0,0.0,0.0,76765.77,95000.0,-18234.23,9117.12,9117.12,0.0,true
❌ Anomaly,b3baccc9-3351-4b06-b8ea-484dda5d898d,2026-03-08,BRI,35000.0,35000.0,0.0,0.0,0.0,0.0,28636.36,35000.0,-6363.64,3181.82,3181.82,0.0,true
❌ Anomaly,b5f2d830-d65a-41a9-87ef-bc85e197fc0c,2026-03-08,ShopeeFood,71909.09,71909.09,0.0,0.0,909.09,-909.09,59000.0,71000.0,-12000.0,6454.55,6454.55,0.0,true
❌ Anomaly,b5fe63e0-3531-4348-9543-a5647977eaed,2026-03-08,ShopeeFood,23536.36,23536.36,0.0,0.0,4636.36,-4636.36,20100.0,18900.0,1200.0,1718.18,1718.18,0.0,true
❌ Anomaly,b8886a5b-5e71-462a-b118-3356d2d69393,2026-03-08,GoFood - Delivery,71000.0,71000.0,0.0,0.0,0.0,0.0,57522.52,71000.0,-13477.48,6738.74,6738.74,0.0,true
❌ Anomaly,bd5c2318-03d9-4ac8-8ba4-3ecc11e6f0fa,2026-03-08,BRI,87000.0,87000.0,0.0,0.0,0.0,0.0,71181.82,87000.0,-15818.18,7909.09,7909.09,0.0,true
❌ Anomaly,c311afd4-2b08-4eff-9333-fcb152a073f1,2026-03-08,ShopeeFood,82000.0,82000.0,0.0,0.0,0.0,0.0,67090.91,82000.0,-14909.09,7454.55,7454.55,0.0,true
❌ Anomaly,c50279ec-3dca-4858-a1e1-7ea58ece5498,2026-03-08,BRI,69000.0,69000.0,0.0,0.0,0.0,0.0,56454.55,69000.0,-12545.45,6272.73,6272.73,0.0,true
❌ Anomaly,c8d70337-1f78-43ef-af6f-03e554f8eb61,2026-03-08,BRI,36000.0,36000.0,0.0,0.0,0.0,0.0,29454.55,36000.0,-6545.45,3272.73,3272.73,0.0,true
❌ Anomaly,d5250f62-0247-48e8-8d1d-9a940fa20563,2026-03-08,GoFood - Delivery,,66621.62,-66621.62,,24000.0,-24000.0,,42621.62,-42621.62,,4162.16,-4162.16,true
❌ Anomaly,d583da96-5e36-4c4f-bab7-b77bb3e53c93,2026-03-08,GoFood - Delivery,81000.0,81000.0,0.0,0.0,0.0,0.0,65540.54,81000.0,-15459.46,7729.73,7729.73,0.0,true
❌ Anomaly,d5936337-6f61-4069-8ba4-8ad050fd911c,2026-03-08,BRI,64454.55,64454.55,0.0,0.0,15454.55,-15454.55,55545.45,49000.0,6545.45,4454.55,4454.55,0.0,true
❌ Anomaly,de765f64-18e1-4503-aff5-ce1b64d20926,2026-03-08,ShopeeFood,71000.0,71000.0,0.0,0.0,0.0,0.0,58090.91,71000.0,-12909.09,6454.55,6454.55,0.0,true
❌ Anomaly,e144cfd5-d0a7-47c7-ac67-a80271f3a0ae,2026-03-08,BRI,67000.0,67000.0,0.0,0.0,0.0,0.0,54818.18,67000.0,-12181.82,6090.91,6090.91,0.0,true
❌ Anomaly,e5aead42-0b89-4ded-b54c-46ff91b9d425,2026-03-08,GoFood - Delivery,41000.0,41000.0,0.0,0.0,0.0,0.0,33468.47,41000.0,-7531.53,3765.77,3765.77,0.0,true
❌ Anomaly,e7a54808-fb20-4344-ab22-1c9260435077,2026-03-08,BRI,80000.0,80000.0,0.0,0.0,0.0,0.0,65454.55,80000.0,-14545.45,7272.73,7272.73,0.0,true
❌ Anomaly,e82b382a-2379-4e32-9e84-8fe5217a97f1,2026-03-08,BRI,29000.0,29000.0,0.0,0.0,0.0,0.0,23727.27,29000.0,-5272.73,2636.36,2636.36,0.0,true
❌ Anomaly,ebcc10f6-c07a-46f5-8984-ad7d4c524120,2026-03-08,GoFood - Delivery,84000.0,84000.0,0.0,24300.0,24300.0,0.0,43645.95,59700.0,-16054.05,8027.03,8027.03,0.0,true
❌ Anomaly,ef1f6c81-0fbe-491d-821d-701479c2a5fd,2026-03-08,GoFood - Delivery,85000.0,85000.0,0.0,24600.0,24600.0,0.0,44147.75,60400.0,-16252.25,8126.13,8126.13,0.0,true
❌ Anomaly,f0a2f646-4efe-4d6b-8818-0aea4b531863,2026-03-08,GoFood - Delivery,94000.0,94000.0,0.0,0.0,0.0,0.0,75963.96,94000.0,-18036.04,9018.02,9018.02,0.0,true
❌ Anomaly,f1bf1687-fbc0-4c77-aac1-098fdfdd0302,2026-03-08,GoFood - Delivery,117000.0,117000.0,0.0,11200.0,11200.0,0.0,83601.8,105800.0,-22198.2,11099.1,11099.1,0.0,true
❌ Anomaly,f238e13f-a8cb-4b5e-9d8e-1bca204059bb,2026-03-08,ShopeeFood,70000.0,70000.0,0.0,0.0,0.0,0.0,57272.73,70000.0,-12727.27,6363.64,6363.64,0.0,true
❌ Anomaly,f6193c1c-b614-4cb9-a2e3-5683de572f77,2026-03-08,BCA,36000.0,36000.0,0.0,0.0,0.0,0.0,29454.55,36000.0,-6545.45,3272.73,3272.73,0.0,true
❌ Anomaly,fbc3a2b1-aef2-4350-bf8d-c1e995e99d31,2026-03-08,GrabFood,48000.0,48000.0,0.0,0.0,10000.0,-10000.0,41090.91,38000.0,3090.91,3454.55,3454.55,0.0,true
❌ Anomaly,005de6c3-c138-4b3d-8eec-04f9205d38e5,2026-03-07,BRI,75000.0,75000.0,0.0,0.0,0.0,0.0,61363.64,75000.0,-13636.36,6818.18,6818.18,0.0,true
❌ Anomaly,00de4a1f-6653-4319-a05d-0136f3caa680,2026-03-07,GoFood - Delivery,156504.5,156504.5,0.0,45000.0,45000.0,0.0,82369.37,111504.5,-29135.14,14567.57,14567.57,0.0,true
❌ Anomaly,01b8c649-a66c-4250-bada-9537c8b4ef68,2026-03-07,GoFood - Delivery,117000.0,117000.0,0.0,33600.0,33600.0,0.0,61201.8,83400.0,-22198.2,11099.1,11099.1,0.0,true
❌ Anomaly,09894b69-433a-4b77-82d4-5f555ad0470b,2026-03-07,GoFood - Delivery,235000.0,235000.0,0.0,23000.0,23000.0,0.0,167405.41,212000.0,-44594.59,22297.3,22297.3,0.0,true
